_id,産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
275,1,25,分類不能の産業,2,13109,品川区,9889,7755,989,1072,2134,3558,1813,1424,144
276,0,1,総数,2,13110,目黒区,123932,117056,17822,20045,6876,81039,35763,74163,7305
277,1,2,第１次産業,2,13110,目黒区,217,189,41,75,28,98,42,70,12
278,2,3,農業，林業,2,13110,目黒区,215,184,41,75,31,98,42,67,12
279,3,4,うち農業,2,13110,目黒区,208,177,39,74,31,94,40,63,12
280,2,5,漁業,2,13110,目黒区,2,5,-,-,-3,-,-,3,-
281,1,6,第２次産業,2,13110,目黒区,13043,11944,1502,1573,1099,9654,4946,8555,1480
282,2,7,鉱業，採石業，砂利採取業,2,13110,目黒区,2,45,1,-,-43,1,-,44,1
283,2,8,建設業,2,13110,目黒区,4806,3536,470,613,1270,3554,1873,2284,369
284,2,9,製造業,2,13110,目黒区,8235,8363,1031,960,-128,6099,3073,6227,1110
285,1,10,第３次産業,2,13110,目黒区,105885,100207,15511,17928,5678,70241,30296,64563,5734
286,2,11,電気・ガス・熱供給・水道業,2,13110,目黒区,158,626,24,23,-468,105,52,573,70
287,2,12,情報通信業,2,13110,目黒区,12436,16058,3976,988,-3622,7297,3357,10919,624
288,2,13,運輸業，郵便業,2,13110,目黒区,3335,3130,183,604,205,2434,1133,2229,255
289,2,14,卸売業，小売業,2,13110,目黒区,19471,16205,1671,3490,3266,13896,6340,10630,899
290,2,15,金融業，保険業,2,13110,目黒区,2814,5382,351,204,-2568,2182,1164,4750,269
291,2,16,不動産業，物品賃貸業,2,13110,目黒区,6061,6250,2109,992,-189,2707,1149,2896,241
292,2,17,学術研究，専門・技術サービス業,2,13110,目黒区,10841,12774,3887,1184,-1933,5584,2520,7517,567
293,2,18,宿泊業，飲食サービス業,2,13110,目黒区,7572,5953,427,1819,1619,5130,2111,3511,230
294,2,19,生活関連サービス業，娯楽業,2,13110,目黒区,6536,5053,851,1210,1483,4283,1939,2800,246
295,2,20,教育，学習支援業,2,13110,目黒区,11457,6014,719,1447,5443,9189,3527,3746,620
296,2,21,医療，福祉,2,13110,目黒区,13172,10487,475,3473,2685,9030,3177,6345,1079
297,2,22,複合サービス事業,2,13110,目黒区,191,222,3,49,-31,134,41,165,11
298,2,23,サービス業（他に分類されないもの）,2,13110,目黒区,7815,7620,803,1466,195,5289,2456,5094,345
299,2,24,公務（他に分類されるものを除く）,2,13110,目黒区,4026,4433,32,979,-407,2981,1330,3388,278
300,1,25,分類不能の産業,2,13110,目黒区,4787,4716,768,469,71,1046,479,975,79
301,0,1,総数,2,13111,大田区,331482,347458,35032,116812,-15976,162522,102783,178498,32850
302,1,2,第１次産業,2,13111,大田区,451,454,108,192,-3,144,77,147,43
303,2,3,農業，林業,2,13111,大田区,424,427,101,180,-3,136,72,139,43
304,3,4,うち農業,2,13111,大田区,424,420,101,180,4,136,72,132,40
305,2,5,漁業,2,13111,大田区,27,27,7,12,-,8,5,8,-
306,1,6,第２次産業,2,13111,大田区,61459,58661,6070,20382,2798,33363,23018,30565,8550
307,2,7,鉱業，採石業，砂利採取業,2,13111,大田区,5,37,2,2,-32,1,1,33,-
308,2,8,建設業,2,13111,大田区,18475,18273,2339,5956,202,9298,6302,9096,2327
309,2,9,製造業,2,13111,大田区,42979,40351,3729,14424,2628,24064,16715,21436,6223
310,1,10,第３次産業,2,13111,大田区,254543,272733,27273,93915,-18190,127311,78655,145501,23852
311,2,11,電気・ガス・熱供給・水道業,2,13111,大田区,832,1162,37,136,-330,639,357,969,157
312,2,12,情報通信業,2,13111,大田区,19913,36517,7123,2746,-16604,9660,6616,26264,2909
313,2,13,運輸業，郵便業,2,13111,大田区,57192,28573,1088,16793,28619,38688,23951,10069,2708
314,2,14,卸売業，小売業,2,13111,大田区,46328,52824,4038,19899,-6496,21146,13037,27642,4395
315,2,15,金融業，保険業,2,13111,大田区,5365,11282,563,1315,-5917,3338,2168,9255,882
316,2,16,不動産業，物品賃貸業,2,13111,大田区,10858,13246,3504,3360,-2388,3508,2181,5896,740
317,2,17,学術研究，専門・技術サービス業,2,13111,大田区,11510,19459,4374,2528,-7949,4296,2815,12245,1895
318,2,18,宿泊業，飲食サービス業,2,13111,大田区,15120,18323,1019,8458,-3203,4987,3213,8190,1245
319,2,19,生活関連サービス業，娯楽業,2,13111,大田区,8920,11040,1398,3993,-2120,3178,1968,5298,976
320,2,20,教育，学習支援業,2,13111,大田区,11030,13018,1074,4152,-1988,5581,2948,7569,1750
321,2,21,医療，福祉,2,13111,大田区,31747,31965,1126,17761,-218,12280,6635,12498,3142
322,2,22,複合サービス事業,2,13111,大田区,982,955,10,466,27,484,239,457,56
323,2,23,サービス業（他に分類されないもの）,2,13111,大田区,27132,27701,1856,10304,-569,14029,9333,14598,2074
324,2,24,公務（他に分類されるものを除く）,2,13111,大田区,7614,6668,63,2004,946,5497,3194,4551,923
325,1,25,分類不能の産業,2,13111,大田区,15029,15610,1581,2323,-581,1704,1033,2285,405
326,0,1,総数,2,13112,世田谷区,286641,393362,54518,85364,-106721,131017,64341,237738,24701
327,1,2,第１次産業,2,13112,世田谷区,1286,1194,553,377,92,339,155,247,69
328,2,3,農業，林業,2,13112,世田谷区,1284,1179,553,377,105,338,154,233,64
329,3,4,うち農業,2,13112,世田谷区,1275,1155,548,376,120,335,151,215,57
330,2,5,漁業,2,13112,世田谷区,2,15,-,-,-13,1,1,14,5
331,1,6,第２次産業,2,13112,世田谷区,24903,41778,5106,5981,-16875,12625,6716,29500,5380
332,2,7,鉱業，採石業，砂利採取業,2,13112,世田谷区,20,129,8,3,-109,9,3,118,-
333,2,8,建設業,2,13112,世田谷区,15606,15009,2127,3803,597,8962,4739,8365,1364
334,2,9,製造業,2,13112,世田谷区,9277,26640,2971,2175,-17363,3654,1974,21017,4016
335,1,10,第３次産業,2,13112,世田谷区,246826,335702,46409,77084,-88876,115824,56291,204700,18945
336,2,11,電気・ガス・熱供給・水道業,2,13112,世田谷区,729,1220,58,92,-491,561,245,1052,121
337,2,12,情報通信業,2,13112,世田谷区,25326,50287,11563,3479,-24961,9680,5133,34641,1791
338,2,13,運輸業，郵便業,2,13112,世田谷区,11373,12052,768,3262,-679,6887,3610,7566,1069
339,2,14,卸売業，小売業,2,13112,世田谷区,43619,56593,5068,14812,-12974,22354,11657,35328,3215
340,2,15,金融業，保険業,2,13112,世田谷区,5770,19287,1132,1015,-13517,3381,1801,16898,859
341,2,16,不動産業，物品賃貸業,2,13112,世田谷区,15313,19688,6021,3532,-4375,4971,2544,9346,767
342,2,17,学術研究，専門・技術サービス業,2,13112,世田谷区,20805,38108,11592,3423,-17303,5042,2507,22345,1719
343,2,18,宿泊業，飲食サービス業,2,13112,世田谷区,18770,19797,1046,7894,-1027,9222,5200,10249,690
344,2,19,生活関連サービス業，娯楽業,2,13112,世田谷区,13048,16871,2473,4438,-3823,5574,2830,9397,903
345,2,20,教育，学習支援業,2,13112,世田谷区,23596,23341,2392,6878,255,13888,6243,13633,2315
346,2,21,医療，福祉,2,13112,世田谷区,39810,39333,1528,18709,477,18877,7395,18400,3603
347,2,22,複合サービス事業,2,13112,世田谷区,1136,970,10,474,166,639,254,473,35
348,2,23,サービス業（他に分類されないもの）,2,13112,世田谷区,20155,27627,2654,6446,-7472,10198,5161,17670,1181
349,2,24,公務（他に分類されるものを除く）,2,13112,世田谷区,7376,10528,104,2630,-3152,4550,1711,7702,677
350,1,25,分類不能の産業,2,13112,世田谷区,13626,14688,2450,1922,-1062,2229,1179,3291,307
351,0,1,総数,2,13113,渋谷区,375270,93289,15662,23395,281981,332314,139897,50333,4027
352,1,2,第１次産業,2,13113,渋谷区,172,70,11,21,102,138,64,36,10
353,2,3,農業，林業,2,13113,渋谷区,168,69,11,21,99,134,63,35,10
354,3,4,うち農業,2,13113,渋谷区,164,65,11,21,99,131,62,32,9
355,2,5,漁業,2,13113,渋谷区,4,1,-,-,3,4,1,1,-
356,1,6,第２次産業,2,13113,渋谷区,35812,8101,1107,1458,27711,33039,15727,5328,739
357,2,7,鉱業，採石業，砂利採取業,2,13113,渋谷区,9,46,3,3,-37,2,2,39,1
358,2,8,建設業,2,13113,渋谷区,14702,2648,360,603,12054,13632,7050,1578,189
359,2,9,製造業,2,13113,渋谷区,21101,5407,744,852,15694,19405,8675,3711,549
360,1,10,第３次産業,2,13113,渋谷区,331132,81314,13871,21408,249818,294085,121864,44267,3234
361,2,11,電気・ガス・熱供給・水道業,2,13113,渋谷区,369,266,15,14,103,338,155,235,24
362,2,12,情報通信業,2,13113,渋谷区,72959,14169,3394,3376,58790,66056,27454,7266,292
363,2,13,運輸業，郵便業,2,13113,渋谷区,8842,2149,150,421,6693,8183,3858,1490,145
364,2,14,卸売業，小売業,2,13113,渋谷区,60332,11862,1393,3348,48470,55304,24738,6834,445
365,2,15,金融業，保険業,2,13113,渋谷区,14377,4676,351,439,9701,13538,6103,3837,129
366,2,16,不動産業，物品賃貸業,2,13113,渋谷区,20846,6107,2150,1545,14739,16917,7012,2178,143
367,2,17,学術研究，専門・技術サービス業,2,13113,渋谷区,35314,11100,3575,2335,24214,29241,11265,5027,277
368,2,18,宿泊業，飲食サービス業,2,13113,渋谷区,22426,4923,387,2074,17503,19788,7914,2285,123
369,2,19,生活関連サービス業，娯楽業,2,13113,渋谷区,21660,4404,757,1690,17256,19064,7522,1808,161
370,2,20,教育，学習支援業,2,13113,渋谷区,15724,4623,562,1032,11101,14031,5540,2930,415
371,2,21,医療，福祉,2,13113,渋谷区,17856,7842,391,2403,10014,14904,4685,4890,768
372,2,22,複合サービス事業,2,13113,渋谷区,416,175,2,35,241,375,129,134,8
373,2,23,サービス業（他に分類されないもの）,2,13113,渋谷区,35595,6544,721,1941,29051,32725,14157,3674,169
374,2,24,公務（他に分類されるものを除く）,2,13113,渋谷区,4416,2474,23,755,1942,3621,1332,1679,135
375,1,25,分類不能の産業,2,13113,渋谷区,8154,3804,673,508,4350,5052,2242,702,44
376,0,1,総数,2,13114,中野区,114986,140355,17893,22807,-25369,69249,21580,94618,5602
377,1,2,第１次産業,2,13114,中野区,150,153,37,37,-3,73,36,76,10
378,2,3,農業，林業,2,13114,中野区,148,147,35,37,1,73,36,72,9
379,3,4,うち農業,2,13114,中野区,140,143,33,37,-3,67,34,70,9
380,2,5,漁業,2,13114,中野区,2,6,2,-,-4,-,-,4,1
381,1,6,第２次産業,2,13114,中野区,13222,15043,1665,2093,-1821,9058,3509,10879,1324
382,2,7,鉱業，採石業，砂利採取業,2,13114,中野区,6,32,5,-,-26,1,1,27,-
383,2,8,建設業,2,13114,中野区,6591,6087,780,1202,504,4309,1689,3805,416
384,2,9,製造業,2,13114,中野区,6625,8924,880,891,-2299,4748,1819,7047,908
385,1,10,第３次産業,2,13114,中野区,97301,120531,15455,20182,-23230,59101,17719,82331,4192
386,2,11,電気・ガス・熱供給・水道業,2,13114,中野区,180,462,11,15,-282,150,41,432,35
387,2,12,情報通信業,2,13114,中野区,14904,19824,4373,1291,-4920,9070,3635,13990,475
388,2,13,運輸業，郵便業,2,13114,中野区,4132,4277,298,805,-145,2890,953,3035,278
389,2,14,卸売業，小売業,2,13114,中野区,16152,19103,1680,4196,-2951,9781,3191,12732,747
390,2,15,金融業，保険業,2,13114,中野区,5827,6603,303,531,-776,4934,1681,5710,204
391,2,16,不動産業，物品賃貸業,2,13114,中野区,5738,6624,1952,1021,-886,2516,749,3402,128
392,2,17,学術研究，専門・技術サービス業,2,13114,中野区,8288,11710,3354,958,-3422,3782,1318,7204,347
393,2,18,宿泊業，飲食サービス業,2,13114,中野区,5957,8542,431,2218,-2585,2988,830,5573,195
394,2,19,生活関連サービス業，娯楽業,2,13114,中野区,4536,5906,972,1164,-1370,2197,654,3567,217
395,2,20,教育，学習支援業,2,13114,中野区,6348,6909,609,1120,-561,4521,1197,5082,436
396,2,21,医療，福祉,2,13114,中野区,12777,13254,443,4156,-477,7946,1265,8423,533
397,2,22,複合サービス事業,2,13114,中野区,464,427,7,99,37,344,54,307,12
398,2,23,サービス業（他に分類されないもの）,2,13114,中野区,9026,12335,972,2066,-3309,5629,1674,8938,356
399,2,24,公務（他に分類されるものを除く）,2,13114,中野区,2972,4555,50,542,-1583,2353,477,3936,229
400,1,25,分類不能の産業,2,13114,中野区,4313,4628,736,495,-315,1017,316,1332,76
401,0,1,総数,2,13115,杉並区,157280,252172,32490,46463,-94892,69408,16090,164300,9707
402,1,2,第１次産業,2,13115,杉並区,479,463,164,167,16,145,28,129,15
403,2,3,農業，林業,2,13115,杉並区,478,455,164,166,23,145,28,122,15
404,3,4,うち農業,2,13115,杉並区,478,449,164,166,29,145,28,116,15
405,2,5,漁業,2,13115,杉並区,1,8,-,1,-7,-,-,7,-
406,1,6,第２次産業,2,13115,杉並区,14758,26961,2957,3251,-12203,7897,2595,20100,2256
407,2,7,鉱業，採石業，砂利採取業,2,13115,杉並区,8,73,6,-,-65,2,-,67,-
408,2,8,建設業,2,13115,杉並区,8718,9754,1250,1916,-1036,5142,1869,6178,634
409,2,9,製造業,2,13115,杉並区,6032,17134,1701,1335,-11102,2753,726,13855,1622
410,1,10,第３次産業,2,13115,杉並区,134926,216291,28008,42090,-81365,60511,13240,141876,7329
411,2,11,電気・ガス・熱供給・水道業,2,13115,杉並区,395,940,39,54,-545,295,91,840,58
412,2,12,情報通信業,2,13115,杉並区,14842,34378,7384,2030,-19536,5062,1707,24598,882
413,2,13,運輸業，郵便業,2,13115,杉並区,6200,7250,421,1822,-1050,3723,805,4773,426
414,2,14,卸売業，小売業,2,13115,杉並区,21707,34586,2873,7916,-12879,10154,2494,23033,1177
415,2,15,金融業，保険業,2,13115,杉並区,4226,13015,647,660,-8789,2757,739,11546,413
416,2,16,不動産業，物品賃貸業,2,13115,杉並区,8254,12101,3520,1897,-3847,2352,478,6199,280
417,2,17,学術研究，専門・技術サービス業,2,13115,杉並区,11482,22949,6711,1781,-11467,2615,710,14082,679
418,2,18,宿泊業，飲食サービス業,2,13115,杉並区,9159,13039,773,4420,-3880,3559,769,7439,322
419,2,19,生活関連サービス業，娯楽業,2,13115,杉並区,6457,9687,1409,2293,-3230,2451,548,5681,346
420,2,20,教育，学習支援業,2,13115,杉並区,11008,14953,1398,3230,-3945,6137,1245,10082,948
421,2,21,医療，福祉,2,13115,杉並区,24757,25139,945,10828,-382,12621,1811,13003,1011
422,2,22,複合サービス事業,2,13115,杉並区,563,577,3,202,-14,346,28,360,18
423,2,23,サービス業（他に分類されないもの）,2,13115,杉並区,11706,20187,1809,3851,-8481,5516,1355,13997,496
424,2,24,公務（他に分類されるものを除く）,2,13115,杉並区,4170,7490,76,1106,-3320,2923,460,6243,273
425,1,25,分類不能の産業,2,13115,杉並区,7117,8457,1361,955,-1340,855,227,2195,107
426,0,1,総数,2,13116,豊島区,206298,120701,15468,24365,85597,161808,76807,76211,7287
427,1,2,第１次産業,2,13116,豊島区,160,119,28,37,41,92,44,51,15
428,2,3,農業，林業,2,13116,豊島区,156,116,28,36,40,89,43,49,14
429,3,4,うち農業,2,13116,豊島区,155,110,28,36,45,88,43,43,12
430,2,5,漁業,2,13116,豊島区,4,3,-,1,1,3,1,2,1
431,1,6,第２次産業,2,13116,豊島区,21758,13978,1575,2122,7780,17585,9253,9805,1619
432,2,7,鉱業，採石業，砂利採取業,2,13116,豊島区,2,24,1,1,-22,-,-,22,-
433,2,8,建設業,2,13116,豊島区,10333,5030,599,1049,5303,8385,4469,3082,460
434,2,9,製造業,2,13116,豊島区,11423,8924,975,1072,2499,9200,4784,6701,1159
435,1,10,第３次産業,2,13116,豊島区,177822,102232,13192,21497,75590,140902,65985,65312,5578
436,2,11,電気・ガス・熱供給・水道業,2,13116,豊島区,425,414,15,18,11,388,190,377,39
437,2,12,情報通信業,2,13116,豊島区,21490,15882,3543,1398,5608,16423,8546,10815,524
438,2,13,運輸業，郵便業,2,13116,豊島区,5006,3633,193,599,1373,4083,2103,2710,354
439,2,14,卸売業，小売業,2,13116,豊島区,36439,16121,1669,4253,20318,30128,14867,9810,908
440,2,15,金融業，保険業,2,13116,豊島区,10536,5402,259,490,5134,9730,4711,4596,291
441,2,16,不動産業，物品賃貸業,2,13116,豊島区,9381,6024,1775,1286,3357,6073,2806,2716,208
442,2,17,学術研究，専門・技術サービス業,2,13116,豊島区,14868,9963,2541,1381,4905,10806,5366,5901,457
443,2,18,宿泊業，飲食サービス業,2,13116,豊島区,15683,7313,482,2848,8370,12071,5322,3701,208
444,2,19,生活関連サービス業，娯楽業,2,13116,豊島区,9255,4535,680,1285,4720,7133,3284,2413,262
445,2,20,教育，学習支援業,2,13116,豊島区,13072,6935,611,1396,6137,10979,4758,4842,680
446,2,21,医療，福祉,2,13116,豊島区,14408,11839,464,3263,2569,10458,3627,7889,1011
447,2,22,複合サービス事業,2,13116,豊島区,324,227,1,33,97,285,113,188,13
448,2,23,サービス業（他に分類されないもの）,2,13116,豊島区,22992,10457,926,2675,12535,19037,8759,6502,361
449,2,24,公務（他に分類されるものを除く）,2,13116,豊島区,3943,3487,33,572,456,3308,1533,2852,262
450,1,25,分類不能の産業,2,13116,豊島区,6558,4372,673,709,2186,3229,1525,1043,75
451,0,1,総数,2,13117,北区,124264,149931,15078,29912,-25667,71504,41781,97171,12815
452,1,2,第１次産業,2,13117,北区,87,111,18,31,-24,36,18,60,18
453,2,3,農業，林業,2,13117,北区,87,110,18,31,-23,36,18,59,18
454,3,4,うち農業,2,13117,北区,84,101,17,31,-17,34,16,51,17
455,2,5,漁業,2,13117,北区,-,1,-,-,-1,-,-,1,-
456,1,6,第２次産業,2,13117,北区,22255,21560,2145,4103,695,15220,9566,14525,3038
457,2,7,鉱業，採石業，砂利採取業,2,13117,北区,2,30,2,-,-28,-,-,28,-
458,2,8,建設業,2,13117,北区,8144,7341,886,1439,803,5369,3413,4566,839
459,2,9,製造業,2,13117,北区,14109,14189,1257,2664,-80,9851,6153,9931,2199
460,1,10,第３次産業,2,13117,北区,95687,121632,12131,24987,-25945,55288,31628,81233,9596
461,2,11,電気・ガス・熱供給・水道業,2,13117,北区,373,582,17,30,-209,316,195,525,90
462,2,12,情報通信業,2,13117,北区,7221,15979,3325,587,-8758,3138,1855,11896,813
463,2,13,運輸業，郵便業,2,13117,北区,8978,6748,356,1597,2230,6742,4153,4512,835
464,2,14,卸売業，小売業,2,13117,北区,17922,21312,1720,5226,-3390,10337,6173,13727,1805
465,2,15,金融業，保険業,2,13117,北区,2607,5800,252,344,-3193,1922,1191,5115,475
466,2,16,不動産業，物品賃貸業,2,13117,北区,3917,5677,1360,936,-1760,1366,759,3126,293
467,2,17,学術研究，専門・技術サービス業,2,13117,北区,6145,9358,2067,920,-3213,2995,1915,6208,653
468,2,18,宿泊業，飲食サービス業,2,13117,北区,6664,8518,547,2704,-1854,3025,1678,4879,365
469,2,19,生活関連サービス業，娯楽業,2,13117,北区,3839,4822,685,1169,-983,1815,1024,2798,423
470,2,20,教育，学習支援業,2,13117,北区,6571,7122,500,1427,-551,4544,2268,5095,898
471,2,21,医療，福祉,2,13117,北区,16034,15413,437,5927,621,9349,4603,8728,1430
472,2,22,複合サービス事業,2,13117,北区,495,477,4,148,18,327,175,309,29
473,2,23,サービス業（他に分類されないもの）,2,13117,北区,8966,13425,824,2770,-4459,4752,2560,9211,787
474,2,24,公務（他に分類されるものを除く）,2,13117,北区,5955,6399,37,1202,-444,4660,3079,5104,700
475,1,25,分類不能の産業,2,13117,北区,6235,6628,784,791,-393,960,569,1353,163
476,0,1,総数,2,13118,荒川区,75051,96095,11116,18091,-21044,40734,19495,61778,6585
477,1,2,第１次産業,2,13118,荒川区,84,108,25,31,-24,27,18,51,13
478,2,3,農業，林業,2,13118,荒川区,82,100,25,29,-18,27,18,45,12
479,3,4,うち農業,2,13118,荒川区,79,97,24,28,-18,26,17,44,12
480,2,5,漁業,2,13118,荒川区,2,8,-,2,-6,-,-,6,1
481,1,6,第２次産業,2,13118,荒川区,15319,15470,2392,3206,-151,9106,4785,9257,1701
482,2,7,鉱業，採石業，砂利採取業,2,13118,荒川区,2,17,2,-,-15,-,-,15,-
483,2,8,建設業,2,13118,荒川区,5712,5189,768,1025,523,3598,2003,3075,486
484,2,9,製造業,2,13118,荒川区,9605,10264,1622,2181,-659,5508,2782,6167,1215
485,1,10,第３次産業,2,13118,荒川区,55749,75978,8052,14310,-20229,31178,14507,51407,4760
486,2,11,電気・ガス・熱供給・水道業,2,13118,荒川区,890,442,11,53,448,820,472,372,43
487,2,12,情報通信業,2,13118,荒川区,3480,9230,1899,255,-5750,1198,666,6948,417
488,2,13,運輸業，郵便業,2,13118,荒川区,4429,4295,243,825,134,3170,1713,3036,460
489,2,14,卸売業，小売業,2,13118,荒川区,11306,15122,1536,3318,-3816,5981,2796,9797,925
490,2,15,金融業，保険業,2,13118,荒川区,1256,3474,145,133,-2218,907,514,3125,242
491,2,16,不動産業，物品賃貸業,2,13118,荒川区,2676,3444,804,557,-768,1178,570,1946,149
492,2,17,学術研究，専門・技術サービス業,2,13118,荒川区,3733,5745,1305,453,-2012,1861,1062,3873,356
493,2,18,宿泊業，飲食サービス業,2,13118,荒川区,3967,6432,522,1535,-2465,1620,596,4085,192
494,2,19,生活関連サービス業，娯楽業,2,13118,荒川区,2633,3167,479,714,-534,1321,542,1855,215
495,2,20,教育，学習支援業,2,13118,荒川区,3588,4075,274,872,-487,2363,982,2850,454
496,2,21,医療，福祉,2,13118,荒川区,9253,9658,277,3396,-405,5371,1921,5776,691
497,2,22,複合サービス事業,2,13118,荒川区,141,264,-,37,-123,98,45,221,11
498,2,23,サービス業（他に分類されないもの）,2,13118,荒川区,5781,8119,531,1576,-2338,3303,1597,5641,381
499,2,24,公務（他に分類されるものを除く）,2,13118,荒川区,2616,2511,26,586,105,1987,1031,1882,224
500,1,25,分類不能の産業,2,13118,荒川区,3899,4539,647,544,-640,423,185,1063,111
501,0,1,総数,2,13119,板橋区,175647,236641,22545,62451,-60994,78140,42067,139134,16744
502,1,2,第１次産業,2,13119,板橋区,268,309,79,105,-41,80,43,121,40
503,2,3,農業，林業,2,13119,板橋区,265,301,78,104,-36,79,43,115,38
504,3,4,うち農業,2,13119,板橋区,262,295,78,102,-33,78,42,111,38
505,2,5,漁業,2,13119,板橋区,3,8,1,1,-5,1,-,6,2
506,1,6,第２次産業,2,13119,板橋区,32763,35923,3771,9776,-3160,17748,10761,20908,4653
507,2,7,鉱業，採石業，砂利採取業,2,13119,板橋区,6,30,4,2,-24,-,-,24,-
508,2,8,建設業,2,13119,板橋区,11960,13829,1896,3530,-1869,5585,3341,7454,1392
509,2,9,製造業,2,13119,板橋区,20797,22064,1871,6244,-1267,12163,7420,13430,3261
510,1,10,第３次産業,2,13119,板橋区,132846,189457,17463,51075,-56611,59349,30706,115960,11824
511,2,11,電気・ガス・熱供給・水道業,2,13119,板橋区,453,749,13,79,-296,352,185,648,84
512,2,12,情報通信業,2,13119,板橋区,7733,23434,4540,906,-15701,2010,1132,17711,899
513,2,13,運輸業，郵便業,2,13119,板橋区,11595,11748,682,4134,-153,6255,3816,6408,1611
514,2,14,卸売業，小売業,2,13119,板橋区,25484,34572,2327,10725,-9088,11455,6391,20543,2326
515,2,15,金融業，保険業,2,13119,板橋区,2626,8364,306,542,-5738,1661,855,7399,477
516,2,16,不動産業，物品賃貸業,2,13119,板橋区,6156,9287,2070,1925,-3131,1820,942,4951,394
517,2,17,学術研究，専門・技術サービス業,2,13119,板橋区,6785,13689,3103,1368,-6904,2092,1187,8996,832
518,2,18,宿泊業，飲食サービス業,2,13119,板橋区,8643,13252,743,4604,-4609,2777,1463,7386,512
519,2,19,生活関連サービス業，娯楽業,2,13119,板橋区,6034,8460,985,2637,-2426,2099,1165,4525,575
520,2,20,教育，学習支援業,2,13119,板橋区,9355,10719,704,2827,-1364,5663,2614,7027,1026
521,2,21,医療，福祉,2,13119,板橋区,31811,27644,741,15057,4167,15459,6948,11292,1520
522,2,22,複合サービス事業,2,13119,板橋区,734,936,7,356,-202,336,166,538,50
523,2,23,サービス業（他に分類されないもの）,2,13119,板橋区,11475,20543,1205,4842,-9068,4577,2380,13645,1003
524,2,24,公務（他に分類されるものを除く）,2,13119,板橋区,3962,6060,37,1073,-2098,2793,1462,4891,515
525,1,25,分類不能の産業,2,13119,板橋区,9770,10952,1232,1495,-1182,963,557,2145,227
526,0,1,総数,2,13120,練馬区,185776,321730,35605,71963,-135954,64572,28421,200526,20554
527,1,2,第１次産業,2,13120,練馬区,1091,1152,661,281,-61,130,54,191,44
528,2,3,農業，林業,2,13120,練馬区,1086,1142,661,281,-56,126,52,182,43
529,3,4,うち農業,2,13120,練馬区,1085,1128,660,281,-43,126,52,169,43
530,2,5,漁業,2,13120,練馬区,5,10,-,-,-5,4,2,9,1
531,1,6,第２次産業,2,13120,練馬区,23642,42606,5011,7350,-18964,9483,4972,28447,5156
532,2,7,鉱業，採石業，砂利採取業,2,13120,練馬区,3,63,1,-,-60,2,1,62,2
533,2,8,建設業,2,13120,練馬区,15763,19650,2979,4896,-3887,6636,3558,10523,1711
534,2,9,製造業,2,13120,練馬区,7876,22893,2031,2454,-15017,2845,1413,17862,3443
535,1,10,第３次産業,2,13120,練馬区,151472,266510,28141,62757,-115038,54152,23013,169190,15124
536,2,11,電気・ガス・熱供給・水道業,2,13120,練馬区,499,1126,28,109,-627,349,159,976,85
537,2,12,情報通信業,2,13120,練馬区,12260,36210,7603,1644,-23950,2567,1153,26517,1193
538,2,13,運輸業，郵便業,2,13120,練馬区,9042,12525,878,3165,-3483,4348,2165,7831,1823
539,2,14,卸売業，小売業,2,13120,練馬区,27002,46288,3309,12928,-19286,9534,4279,28820,2892
540,2,15,金融業，保険業,2,13120,練馬区,3405,14263,549,939,-10858,1717,787,12575,708
541,2,16,不動産業，物品賃貸業,2,13120,練馬区,7525,12756,2861,2366,-5231,1825,788,7056,532
542,2,17,学術研究，専門・技術サービス業,2,13120,練馬区,10160,21986,6142,1684,-11826,1909,878,13735,1245
543,2,18,宿泊業，飲食サービス業,2,13120,練馬区,9646,16697,716,5825,-7051,2555,1049,9606,626
544,2,19,生活関連サービス業，娯楽業,2,13120,練馬区,7208,11606,1458,3052,-4398,2252,1004,6650,787
545,2,20,教育，学習支援業,2,13120,練馬区,11937,18588,1477,4848,-6651,5325,1789,11976,1513
546,2,21,医療，福祉,2,13120,練馬区,31230,36751,1114,17122,-5521,12264,4410,17785,1884
547,2,22,複合サービス事業,2,13120,練馬区,1059,1092,10,506,-33,515,206,548,38
548,2,23,サービス業（他に分類されないもの）,2,13120,練馬区,12215,25296,1894,5277,-13081,4189,1754,17270,1185
549,2,24,公務（他に分類されるものを除く）,2,13120,練馬区,8284,11326,102,3292,-3042,4803,2592,7845,613
550,1,25,分類不能の産業,2,13120,練馬区,9571,11462,1792,1575,-1891,807,382,2698,230
551,0,1,総数,2,13121,足立区,206560,273858,27230,82189,-67298,81111,53018,148409,25552
552,1,2,第１次産業,2,13121,足立区,541,540,245,165,1,123,82,122,45
553,2,3,農業，林業,2,13121,足立区,534,534,244,163,-,120,81,120,44
554,3,4,うち農業,2,13121,足立区,530,526,242,163,4,118,79,114,44
555,2,5,漁業,2,13121,足立区,7,6,1,2,1,3,1,2,1
556,1,6,第２次産業,2,13121,足立区,38510,49707,6492,14344,-11197,15310,10058,26507,7898
557,2,7,鉱業，採石業，砂利採取業,2,13121,足立区,7,43,3,-,-36,3,2,39,3
